área bounding box,ocorrências,%
209237,10,0.0018%
209253,1,0.0002%
209275,5,0.0009%
209292,7,0.0013%
209312,16,0.0029%
209329,1,0.0002%
209336,7,0.0013%
209352,1,0.0002%
209364,41,0.0074%
209374,1,0.0002%
209380,1,0.0002%
209385,22,0.004%
209391,2,0.0004%
209412,1,0.0002%
209440,2,0.0004%
209450,1,0.0002%
209456,40,0.0073%
209457,1,0.0002%
209466,1,0.0002%
209475,1,0.0002%
209484,5,0.0009%
209495,20,0.0036%
209510,1,0.0002%
209523,1,0.0002%
209525,13,0.0024%
209535,1,0.0002%
209550,6,0.0011%
209560,1,0.0002%
209573,1,0.0002%
209575,1,0.0002%
209588,1,0.0002%
209592,1,0.0002%
209599,1,0.0002%
209610,2,0.0004%
209620,2,0.0004%
209622,1,0.0002%
209643,1,0.0002%
209646,1,0.0002%
209656,28,0.0051%
209664,4,0.0007%
209689,1,0.0002%
209700,2,0.0004%
209712,1,0.0002%
209715,1,0.0002%
209718,1,0.0002%
209734,3,0.0005%
209745,1,0.0002%
209760,5,0.0009%
209788,7,0.0013%
209790,1,0.0002%
209792,1,0.0002%
209811,1,0.0002%
209880,10,0.0018%
209898,2,0.0004%
209916,16,0.0029%
209922,1,0.0002%
209935,1,0.0002%
209937,4,0.0007%
209948,14,0.0025%
209950,16,0.0029%
209961,1,0.0002%
209966,2,0.0004%
209986,1,0.0002%
210000,2,0.0004%
210018,4,0.0007%
210040,1,0.0002%
210056,2,0.0004%
210066,1,0.0002%
210080,1,0.0002%
210081,101,0.0183%
210090,2,0.0004%
210145,1,0.0002%
210158,2,0.0004%
210160,1,0.0002%
210180,1,0.0002%
210184,1,0.0002%
210185,1,0.0002%
210192,1,0.0002%
210210,34,0.0062%
210217,1,0.0002%
210222,1,0.0002%
210231,2,0.0004%
210240,2,0.0004%
210243,1,0.0002%
210282,1,0.0002%
210296,1,0.0002%
210300,2,0.0004%
210312,1,0.0002%
210374,29,0.0053%
210375,13,0.0024%
210392,1,0.0002%
210399,1,0.0002%
210405,2,0.0004%
210432,2,0.0004%
210444,2,0.0004%
210456,2,0.0004%
210496,1,0.0002%
210504,8,0.0015%
210511,8,0.0015%
210519,1,0.0002%
210520,1,0.0002%
210532,1,0.0002%
210540,1,0.0002%
210576,7,0.0013%
210581,1,0.0002%
210585,1,0.0002%
210596,1,0.0002%
210600,1,0.0002%
210602,1,0.0002%
210605,1,0.0002%
210630,6,0.0011%
210650,1,0.0002%
210667,3,0.0005%
210699,1,0.0002%
210700,1,0.0002%
210706,2,0.0004%
210724,3,0.0005%
210726,1,0.0002%
210728,5,0.0009%
210755,1,0.0002%
210756,1,0.0002%
210795,5,0.0009%
210796,1,0.0002%
210798,117,0.0212%
210816,1,0.0002%
210834,1,0.0002%
210847,1,0.0002%
210864,2,0.0004%
210868,2,0.0004%
210870,6,0.0011%
210912,1,0.0002%
210925,42,0.0076%
210936,1,0.0002%
210938,8,0.0015%
210945,1,0.0002%
210960,1,0.0002%
210970,1,0.0002%
210984,1,0.0002%
211004,10,0.0018%
211048,2,0.0004%
211068,7,0.0013%
211092,14,0.0025%
211098,1,0.0002%
211108,1,0.0002%
211116,1,0.0002%
211122,1,0.0002%
211140,1,0.0002%
211145,1,0.0002%
211152,1,0.0002%
211200,4,0.0007%
211216,1,0.0002%
211220,3,0.0005%
211225,2,0.0004%
211235,1,0.0002%
211248,1,0.0002%
211270,1,0.0002%
211282,1,0.0002%
211288,2,0.0004%
211302,2,0.0004%
211344,12,0.0022%
211351,2,0.0004%
211365,3,0.0005%
211386,6,0.0011%
211400,1,0.0002%
211406,1,0.0002%
211419,2,0.0004%
211420,1,0.0002%
211432,16,0.0029%
211456,1,0.0002%
211464,2,0.0004%
211475,1,0.0002%
211479,1,0.0002%
211480,1,0.0002%
211482,2,0.0004%
211484,1,0.0002%
211491,1,0.0002%
211494,1,0.0002%
211497,7,0.0013%
211500,12,0.0022%
211509,1,0.0002%
211515,95,0.0172%
211528,1,0.0002%
211530,1,0.0002%
211560,7,0.0013%
211580,1,0.0002%
211595,1,0.0002%
211600,1,0.0002%
211640,22,0.004%
211680,1,0.0002%
211701,1,0.0002%
211722,3,0.0005%
211750,2,0.0004%
211752,1,0.0002%
211761,15,0.0027%
211788,1,0.0002%
211797,1,0.0002%
211800,4,0.0007%
211810,18,0.0033%
211820,1,0.0002%
211830,1,0.0002%
211836,1,0.0002%
211841,1,0.0002%
211860,9,0.0016%
211861,1,0.0002%
211900,1,0.0002%
211904,4,0.0007%
211926,14,0.0025%
211928,1,0.0002%
211936,22,0.004%
211950,1,0.0002%
211960,1,0.0002%
211970,1,0.0002%
211975,1,0.0002%
211990,43,0.0078%
212004,3,0.0005%
212017,1,0.0002%
212040,1,0.0002%
212058,5,0.0009%
212100,2,0.0004%
212114,1,0.0002%
212121,1,0.0002%
212171,1,0.0002%
212175,1,0.0002%
212176,8,0.0015%
212190,1,0.0002%
212205,9,0.0016%
212219,3,0.0005%
212232,55,0.01%
212240,1,0.0002%
212253,1,0.0002%
212280,2,0.0004%
212288,6,0.0011%
212290,1,0.0002%
212294,1,0.0002%
212296,1,0.0002%
212300,1,0.0002%
212317,1,0.0002%
212319,1,0.0002%
212336,1,0.0002%
212355,3,0.0005%
212364,2,0.0004%
212380,2,0.0004%
212400,3,0.0005%
212403,2,0.0004%
212420,8,0.0015%
212424,1,0.0002%
212433,2,0.0004%
212440,1,0.0002%
212444,1,0.0002%
212454,1,0.0002%
212474,5,0.0009%
212476,1,0.0002%
212483,3,0.0005%
212493,1,0.0002%
212496,1,0.0002%
212506,2,0.0004%
212520,2,0.0004%
212528,34,0.0062%
212544,1,0.0002%
212562,1,0.0002%
212575,1,0.0002%
212585,1,0.0002%
212589,2,0.0004%
212598,1,0.0002%
212605,1,0.0002%
212608,2,0.0004%
212646,1,0.0002%
212652,43,0.0078%
212700,1,0.0002%
212706,1,0.0002%
212716,2,0.0004%
212724,1,0.0002%
212762,1,0.0002%
212772,6,0.0011%
212824,5,0.0009%
212833,1,0.0002%
212850,4,0.0007%
212872,1,0.0002%
212898,1,0.0002%
212910,11,0.002%
212940,1,0.0002%
212949,31,0.0056%
212954,1,0.0002%
212960,2,0.0004%
212976,2,0.0004%
212979,1,0.0002%
212990,1,0.0002%
212998,1,0.0002%
213000,1,0.0002%
213012,1,0.0002%
213058,1,0.0002%
213060,1,0.0002%
213070,3,0.0005%
213104,1,0.0002%
213108,1,0.0002%
213120,1,0.0002%
213136,2,0.0004%
213144,1,0.0002%
213180,1,0.0002%
213187,1,0.0002%
213195,1,0.0002%
213204,1,0.0002%
213212,2,0.0004%
213227,1,0.0002%
213239,1,0.0002%
213246,55,0.01%
213248,1,0.0002%
213256,1,0.0002%
213280,1,0.0002%
213300,3,0.0005%
213312,1,0.0002%
213344,2,0.0004%
213345,2,0.0004%
213346,1,0.0002%
213348,1,0.0002%
213368,36,0.0065%
213380,1,0.0002%
213400,1,0.0002%
213408,2,0.0004%
213409,2,0.0004%
213447,2,0.0004%
213480,1,0.0002%
213486,2,0.0004%
213490,1,0.0002%
213495,1,0.0002%
213510,1,0.0002%
213543,7,0.0013%
213560,2,0.0004%
213615,11,0.002%
213666,21,0.0038%
213672,3,0.0005%
213675,1,0.0002%
213710,1,0.0002%
213712,1,0.0002%
213724,1,0.0002%
213744,3,0.0005%
213752,1,0.0002%
213756,1,0.0002%
213780,1,0.0002%
213785,4,0.0007%
213786,1,0.0002%
213796,1,0.0002%
213805,2,0.0004%
213816,3,0.0005%
213840,6,0.0011%
213841,1,0.0002%
213850,2,0.0004%
213894,1,0.0002%
213902,2,0.0004%
213918,3,0.0005%
213937,1,0.0002%
213944,1,0.0002%
213954,1,0.0002%
213964,35,0.0063%
214008,1,0.0002%
214011,2,0.0004%
214016,1,0.0002%
214020,2,0.0004%
214067,2,0.0004%
214073,1,0.0002%
214084,24,0.0044%
214097,1,0.0002%
214110,1,0.0002%
214118,1,0.0002%
214119,1,0.0002%
214120,1,0.0002%
214157,1,0.0002%
214170,3,0.0005%
214200,4,0.0007%
214230,1,0.0002%
214231,1,0.0002%
214262,7,0.0013%
214286,1,0.0002%
214288,1,0.0002%
214289,1,0.0002%
214312,1,0.0002%
214320,10,0.0018%
214328,1,0.0002%
214335,3,0.0005%
214368,1,0.0002%
214383,16,0.0029%
214396,4,0.0007%
214398,1,0.0002%
214415,2,0.0004%
214420,1,0.0002%
214428,1,0.0002%
214461,2,0.0004%
214476,1,0.0002%
214500,5,0.0009%
214506,2,0.0004%
214508,1,0.0002%
214514,1,0.0002%
214520,1,0.0002%
214544,1,0.0002%
214593,1,0.0002%
214624,2,0.0004%
214625,1,0.0002%
214635,1,0.0002%
214666,1,0.0002%
214671,1,0.0002%
214676,1,0.0002%
214682,29,0.0053%
214695,1,0.0002%
214716,1,0.0002%
214722,5,0.0009%
214731,1,0.0002%
214760,2,0.0004%
214775,1,0.0002%
214776,1,0.0002%
214785,1,0.0002%
214800,4,0.0007%
214819,1,0.0002%
214827,2,0.0004%
214830,6,0.0011%
214842,1,0.0002%
214890,2,0.0004%
214894,1,0.0002%
214900,1,0.0002%
214914,9,0.0016%
214935,1,0.0002%
214952,1,0.0002%
214968,1,0.0002%
214981,4,0.0007%
214984,1,0.0002%
214988,1,0.0002%
215024,1,0.0002%
215025,11,0.002%
215050,1,0.0002%
215064,1,0.0002%
215082,1,0.0002%
215100,24,0.0044%
215118,1,0.0002%
215127,1,0.0002%
215136,1,0.0002%
215152,1,0.0002%
215163,1,0.0002%
215180,2,0.0004%
215207,3,0.0005%
215208,1,0.0002%
215215,7,0.0013%
215232,1,0.0002%
215246,1,0.0002%
215247,1,0.0002%
215250,1,0.0002%
215272,1,0.0002%
215280,1,0.0002%
215292,1,0.0002%
215307,1,0.0002%
215325,2,0.0004%
215326,11,0.002%
215330,1,0.0002%
215380,1,0.0002%
215384,1,0.0002%
215400,21,0.0038%
215424,2,0.0004%
215433,2,0.0004%
215451,1,0.0002%
215454,2,0.0004%
215481,2,0.0004%
215490,2,0.0004%
215516,5,0.0009%
215536,1,0.0002%
215556,1,0.0002%
215558,1,0.0002%
215600,3,0.0005%
215628,4,0.0007%
215635,2,0.0004%
215667,1,0.0002%
215670,1,0.0002%
215683,1,0.0002%
215688,1,0.0002%
215696,1,0.0002%
215700,5,0.0009%
215704,1,0.0002%
215712,1,0.0002%
215728,1,0.0002%
215730,10,0.0018%
215745,1,0.0002%
215760,1,0.0002%
215774,1,0.0002%
215816,1,0.0002%
215817,68,0.0123%
215820,3,0.0005%
215821,2,0.0004%
215865,1,0.0002%
215908,1,0.0002%
215922,1,0.0002%
215930,3,0.0005%
215940,1,0.0002%
215950,1,0.0002%
215982,1,0.0002%
216000,1,0.0002%
216036,3,0.0005%
216039,3,0.0005%
216081,1,0.0002%
216104,1,0.0002%
216117,1,0.0002%
216118,17,0.0031%
216128,2,0.0004%
216138,1,0.0002%
216140,1,0.0002%
216143,1,0.0002%
216144,3,0.0005%
216150,2,0.0004%
216181,1,0.0002%
216189,1,0.0002%
216216,2,0.0004%
216220,1,0.0002%
216232,3,0.0005%
216245,2,0.0004%
216282,1,0.0002%
216293,1,0.0002%
216294,1,0.0002%
216342,7,0.0013%
216380,1,0.0002%
216384,1,0.0002%
216389,1,0.0002%
216419,5,0.0009%
216432,1,0.0002%
216435,6,0.0011%
216480,1,0.0002%
216489,1,0.0002%
216504,1,0.0002%
216534,12,0.0022%
216567,1,0.0002%
216568,1,0.0002%
216590,1,0.0002%
216603,1,0.0002%
216609,1,0.0002%
216618,1,0.0002%
216634,2,0.0004%
216645,7,0.0013%
216648,1,0.0002%
216660,1,0.0002%
216690,1,0.0002%
216700,1,0.0002%
216720,1,0.0002%
216742,3,0.0005%
216752,1,0.0002%
216783,2,0.0004%
216805,1,0.0002%
216810,2,0.0004%
216820,1,0.0002%
216832,2,0.0004%
216834,1,0.0002%
216836,18,0.0033%
216855,4,0.0007%
216876,1,0.0002%
216892,1,0.0002%
216897,2,0.0004%
216900,1,0.0002%
216918,1,0.0002%
216932,1,0.0002%
216948,7,0.0013%
216996,1,0.0002%
217000,1,0.0002%
217035,2,0.0004%
217049,1,0.0002%
217056,9,0.0016%
217074,1,0.0002%
217092,1,0.0002%
217095,2,0.0004%
217107,1,0.0002%
217131,1,0.0002%
217138,2,0.0004%
217140,1,0.0002%
217150,1,0.0002%
217160,8,0.0015%
217200,1,0.0002%
217227,1,0.0002%
217251,15,0.0027%
217260,2,0.0004%
217269,1,0.0002%
217343,1,0.0002%
217356,2,0.0004%
217358,1,0.0002%
217360,12,0.0022%
217389,1,0.0002%
217406,1,0.0002%
217427,1,0.0002%
217440,2,0.0004%
217448,3,0.0005%
217449,1,0.0002%
217465,4,0.0007%
217467,1,0.0002%
217470,1,0.0002%
217488,1,0.0002%
217494,1,0.0002%
217512,1,0.0002%
217516,1,0.0002%
217536,1,0.0002%
217554,20,0.0036%
217558,1,0.0002%
217560,1,0.0002%
217566,6,0.0011%
217580,2,0.0004%
217615,1,0.0002%
217620,1,0.0002%
217631,1,0.0002%
217638,1,0.0002%
217663,4,0.0007%
217710,3,0.0005%
217728,2,0.0004%
217756,1,0.0002%
217770,2,0.0004%
217777,1,0.0002%
217798,1,0.0002%
217800,2,0.0004%
217801,1,0.0002%
217845,1,0.0002%
217857,10,0.0018%
217872,4,0.0007%
217924,1,0.0002%
217930,2,0.0004%
217968,7,0.0013%
217970,3,0.0005%
217992,1,0.0002%
217998,2,0.0004%
218008,1,0.0002%
218010,1,0.0002%
218011,1,0.0002%
218044,1,0.0002%
218050,1,0.0002%
218053,1,0.0002%
218064,8,0.0015%
218075,7,0.0013%
218085,1,0.0002%
218115,1,0.0002%
218127,1,0.0002%
218129,1,0.0002%
218130,1,0.0002%
218154,4,0.0007%
218228,2,0.0004%
218232,1,0.0002%
218240,1,0.0002%
218272,13,0.0024%
218277,2,0.0004%
218322,1,0.0002%
218325,1,0.0002%
218337,1,0.0002%
218346,1,0.0002%
218361,1,0.0002%
218372,6,0.0011%
218380,8,0.0015%
218400,1,0.0002%
218418,1,0.0002%
218460,1,0.0002%
218463,1,0.0002%
218466,1,0.0002%
218484,2,0.0004%
218496,1,0.0002%
218500,1,0.0002%
218514,1,0.0002%
218517,1,0.0002%
218519,2,0.0004%
218550,2,0.0004%
218576,12,0.0022%
218584,8,0.0015%
218592,2,0.0004%
218618,1,0.0002%
218633,1,0.0002%
218648,1,0.0002%
218680,1,0.0002%
218685,6,0.0011%
218736,1,0.0002%
218738,1,0.0002%
218766,1,0.0002%
218772,3,0.0005%
218790,9,0.0016%
218791,1,0.0002%
218817,1,0.0002%
218841,1,0.0002%
218860,4,0.0007%
218870,1,0.0002%
218880,2,0.0004%
218900,1,0.0002%
218922,1,0.0002%
218940,1,0.0002%
218988,3,0.0005%
218990,6,0.0011%
219008,2,0.0004%
219010,1,0.0002%
219024,3,0.0005%
219069,1,0.0002%
219081,12,0.0022%
219096,8,0.0015%
219098,1,0.0002%
219112,1,0.0002%
219122,1,0.0002%
219170,1,0.0002%
219186,1,0.0002%
219198,8,0.0015%
219240,1,0.0002%
219252,1,0.0002%
219255,3,0.0005%
219261,1,0.0002%
219294,1,0.0002%
219295,26,0.0047%
219296,10,0.0018%
219324,1,0.0002%
219325,1,0.0002%
219328,1,0.0002%
219336,1,0.0002%
219372,1,0.0002%
219402,10,0.0018%
219420,1,0.0002%
219436,1,0.0002%
219438,1,0.0002%
219450,1,0.0002%
219453,1,0.0002%
219454,1,0.0002%
219472,1,0.0002%
219480,3,0.0005%
219486,1,0.0002%
219505,9,0.0016%
219555,1,0.0002%
219566,2,0.0004%
219600,3,0.0005%
219604,1,0.0002%
219615,1,0.0002%
219632,1,0.0002%
219648,1,0.0002%
219652,1,0.0002%
219675,1,0.0002%
219696,1,0.0002%
219699,3,0.0005%
219708,11,0.002%
219744,1,0.0002%
219745,1,0.0002%
219772,1,0.0002%
219780,2,0.0004%
219784,1,0.0002%
219790,12,0.0022%
219800,1,0.0002%
219812,4,0.0007%
219856,1,0.0002%
219877,1,0.0002%
219888,1,0.0002%
219891,1,0.0002%
219897,1,0.0002%
219912,5,0.0009%
219919,1,0.0002%
219952,1,0.0002%
219957,1,0.0002%
219960,2,0.0004%
220000,1,0.0002%
220008,6,0.0011%
220014,23,0.0042%
220038,2,0.0004%
220039,1,0.0002%
220096,2,0.0004%
220115,1,0.0002%
220119,10,0.0018%
220170,1,0.0002%
220206,1,0.0002%
220220,8,0.0015%
220269,1,0.0002%
220272,3,0.0005%
220293,1,0.0002%
220304,1,0.0002%
220320,3,0.0005%
220352,2,0.0004%
220364,1,0.0002%
220374,2,0.0004%
220384,1,0.0002%
220397,1,0.0002%
220400,2,0.0004%
220410,3,0.0005%
220424,1,0.0002%
220426,14,0.0025%
220428,3,0.0005%
220432,1,0.0002%
220440,2,0.0004%
220443,1,0.0002%
220446,1,0.0002%
220459,1,0.0002%
220460,1,0.0002%
220499,3,0.0005%
220500,2,0.0004%
220528,4,0.0007%
220542,1,0.0002%
220545,1,0.0002%
220571,1,0.0002%
220576,2,0.0004%
220584,2,0.0004%
220590,1,0.0002%
220596,1,0.0002%
220616,1,0.0002%
220626,2,0.0004%
220665,3,0.0005%
220668,1,0.0002%
220720,5,0.0009%
220733,15,0.0027%
220745,1,0.0002%
220748,1,0.0002%
220752,1,0.0002%
220777,1,0.0002%
220785,1,0.0002%
220800,1,0.0002%
220810,9,0.0016%
220820,1,0.0002%
220836,13,0.0024%
220851,1,0.0002%
220864,1,0.0002%
220875,1,0.0002%
220886,1,0.0002%
220900,1,0.0002%
220935,1,0.0002%
220978,2,0.0004%
220983,1,0.0002%
221008,1,0.0002%
221028,1,0.0002%
221031,1,0.0002%
221040,3,0.0005%
221064,1,0.0002%
221100,2,0.0004%
221108,2,0.0004%
221121,4,0.0007%
221122,1,0.0002%
221144,19,0.0034%
221145,1,0.0002%
221160,1,0.0002%
221168,1,0.0002%
221200,3,0.0005%
221244,7,0.0013%
221256,1,0.0002%
221260,1,0.0002%
221291,1,0.0002%
221340,8,0.0015%
221350,1,0.0002%
221364,1,0.0002%
221400,1,0.0002%
221415,1,0.0002%
221430,1,0.0002%
221432,5,0.0009%
221439,1,0.0002%
221445,1,0.0002%
221452,17,0.0031%
221487,1,0.0002%
221520,14,0.0025%
221526,1,0.0002%
221553,21,0.0038%
221559,1,0.0002%
221562,1,0.0002%
221616,3,0.0005%
221628,1,0.0002%
221650,6,0.0011%
221654,2,0.0004%
221668,1,0.0002%
221684,2,0.0004%
221730,1,0.0002%
221760,6,0.0011%
221770,1,0.0002%
221776,1,0.0002%
221788,1,0.0002%
221792,1,0.0002%
221793,1,0.0002%
221796,2,0.0004%
221832,3,0.0005%
221837,1,0.0002%
221850,1,0.0002%
221858,1,0.0002%
221862,20,0.0036%
221900,6,0.0011%
221924,1,0.0002%
221960,7,0.0013%
221990,1,0.0002%
221998,1,0.0002%
222015,1,0.0002%
222024,1,0.0002%
222054,4,0.0007%
222066,1,0.0002%
222075,2,0.0004%
222101,1,0.0002%
222120,1,0.0002%
222144,3,0.0005%
222171,11,0.002%
222200,1,0.0002%
222221,1,0.0002%
222222,2,0.0004%
222230,10,0.0018%
222268,3,0.0005%
222270,15,0.0027%
222272,2,0.0004%
222292,2,0.0004%
222300,1,0.0002%
222365,2,0.0004%
222370,1,0.0002%
222390,1,0.0002%
222404,1,0.0002%
222411,1,0.0002%
222420,1,0.0002%
222427,1,0.0002%
222432,1,0.0002%
222444,1,0.0002%
222456,2,0.0004%
222464,1,0.0002%
222480,4,0.0007%
222530,1,0.0002%
222543,5,0.0009%
222575,1,0.0002%
222580,20,0.0036%
222600,2,0.0004%
222640,1,0.0002%
222642,2,0.0004%
222650,1,0.0002%
222681,1,0.0002%
222705,1,0.0002%
222737,1,0.0002%
222740,1,0.0002%
222748,1,0.0002%
222763,1,0.0002%
222768,4,0.0007%
222780,4,0.0007%
222840,1,0.0002%
222851,2,0.0004%
222856,4,0.0007%
222870,1,0.0002%
222876,1,0.0002%
222882,2,0.0004%
222890,3,0.0005%
222912,1,0.0002%
222918,2,0.0004%
222942,1,0.0002%
222987,13,0.0024%
222992,1,0.0002%
222999,2,0.0004%
223008,2,0.0004%
223012,1,0.0002%
223015,1,0.0002%
223020,1,0.0002%
223054,1,0.0002%
223080,1,0.0002%
223094,1,0.0002%
223096,5,0.0009%
223098,1,0.0002%
223112,1,0.0002%
223125,1,0.0002%
223146,1,0.0002%
223169,2,0.0004%
223200,1,0.0002%
223226,1,0.0002%
223244,1,0.0002%
223245,1,0.0002%
223250,1,0.0002%
223254,14,0.0025%
223260,1,0.0002%
223272,1,0.0002%
223298,14,0.0025%
223300,1,0.0002%
223342,1,0.0002%
223376,1,0.0002%
223380,1,0.0002%
223392,2,0.0004%
223412,11,0.002%
223425,1,0.0002%
223451,1,0.0002%
223480,3,0.0005%
223482,1,0.0002%
223485,5,0.0009%
223496,1,0.0002%
223568,5,0.0009%
223608,1,0.0002%
223609,2,0.0004%
223619,5,0.0009%
223657,1,0.0002%
223676,1,0.0002%
223704,16,0.0029%
223709,1,0.0002%
223716,1,0.0002%
223720,1,0.0002%
223728,10,0.0018%
223740,1,0.0002%
223756,2,0.0004%
223758,1,0.0002%
223780,1,0.0002%
223795,1,0.0002%
223800,1,0.0002%
223802,7,0.0013%
223850,1,0.0002%
223860,1,0.0002%
223870,2,0.0004%
223882,4,0.0007%
223920,1,0.0002%
223938,1,0.0002%
223944,1,0.0002%
223965,14,0.0025%
223971,1,0.0002%
224010,1,0.0002%
224016,10,0.0018%
224025,1,0.0002%
224028,1,0.0002%
224044,10,0.0018%
224078,1,0.0002%
224084,1,0.0002%
224108,4,0.0007%
224110,1,0.0002%
224119,2,0.0004%
224158,1,0.0002%
224173,1,0.0002%
224182,1,0.0002%
224190,5,0.0009%
224200,1,0.0002%
224202,1,0.0002%
224220,3,0.0005%
224224,2,0.0004%
224237,1,0.0002%
224280,5,0.0009%
224315,1,0.0002%
224320,4,0.0007%
224328,3,0.0005%
224334,2,0.0004%
224400,2,0.0004%
224418,1,0.0002%
224421,15,0.0027%
224448,1,0.0002%
224455,1,0.0002%
224469,1,0.0002%
224475,1,0.0002%
224480,2,0.0004%
224508,1,0.0002%
224510,1,0.0002%
224536,1,0.0002%
224546,1,0.0002%
224576,4,0.0007%
224588,1,0.0002%
224590,1,0.0002%
224595,3,0.0005%
224640,2,0.0004%
224660,1,0.0002%
224664,1,0.0002%
224667,1,0.0002%
224676,11,0.002%
224688,1,0.0002%
224724,1,0.0002%
224734,7,0.0013%
224749,1,0.0002%
224775,1,0.0002%
224782,1,0.0002%
224784,1,0.0002%
224826,4,0.0007%
224848,1,0.0002%
224874,1,0.0002%
224895,5,0.0009%
224900,1,0.0002%
224903,1,0.0002%
224910,1,0.0002%
224919,1,0.0002%
224952,1,0.0002%
224960,1,0.0002%
224968,1,0.0002%
224978,1,0.0002%
224991,1,0.0002%
224992,4,0.0007%
225021,3,0.0005%
225047,2,0.0004%
225060,4,0.0007%
225070,1,0.0002%
225080,1,0.0002%
225090,4,0.0007%
225138,19,0.0034%
225144,5,0.0009%
225150,2,0.0004%
225170,1,0.0002%
225203,1,0.0002%
225214,4,0.0007%
225225,1,0.0002%
225280,2,0.0004%
225292,1,0.0002%
225308,1,0.0002%
225316,1,0.0002%
225342,2,0.0004%
225360,1,0.0002%
225362,1,0.0002%
225387,3,0.0005%
225411,1,0.0002%
225432,1,0.0002%
225441,1,0.0002%
225452,8,0.0015%
225456,1,0.0002%
225462,2,0.0004%
225500,1,0.0002%
225533,1,0.0002%
225540,2,0.0004%
225552,1,0.0002%
225568,1,0.0002%
225570,1,0.0002%
225584,1,0.0002%
225600,5,0.0009%
225616,1,0.0002%
225621,2,0.0004%
225665,1,0.0002%
225680,1,0.0002%
225700,2,0.0004%
225704,1,0.0002%
225705,1,0.0002%
225742,1,0.0002%
225766,2,0.0004%
225780,2,0.0004%
225786,1,0.0002%
225792,1,0.0002%
225822,1,0.0002%
225852,4,0.0007%
225855,15,0.0027%
225920,1,0.0002%
225939,2,0.0004%
225984,1,0.0002%
225990,1,0.0002%
225996,1,0.0002%
226021,1,0.0002%
226038,2,0.0004%
226044,5,0.0009%
226050,1,0.0002%
226060,1,0.0002%
226070,1,0.0002%
226073,1,0.0002%
226080,1,0.0002%
226098,3,0.0005%
226100,2,0.0004%
226107,1,0.0002%
226149,1,0.0002%
226170,5,0.0009%
226171,8,0.0015%
226182,1,0.0002%
226188,2,0.0004%
226200,1,0.0002%
226256,2,0.0004%
226270,1,0.0002%
226296,1,0.0002%
226305,4,0.0007%
226310,2,0.0004%
226320,3,0.0005%
226395,1,0.0002%
226404,1,0.0002%
226416,3,0.0005%
226462,1,0.0002%
226485,2,0.0004%
226501,1,0.0002%
226505,1,0.0002%
226512,1,0.0002%
226568,1,0.0002%
226572,8,0.0015%
226575,2,0.0004%
226600,1,0.0002%
226610,1,0.0002%
226626,1,0.0002%
226644,2,0.0004%
226681,2,0.0004%
226688,4,0.0007%
226710,1,0.0002%
226734,2,0.0004%
226735,1,0.0002%
226746,6,0.0011%
226772,1,0.0002%
226773,1,0.0002%
226784,1,0.0002%
226800,1,0.0002%
226806,3,0.0005%
226809,7,0.0013%
226880,3,0.0005%
226914,1,0.0002%
226920,1,0.0002%
226935,4,0.0007%
226972,2,0.0004%
227010,4,0.0007%
227046,1,0.0002%
227048,1,0.0002%
227052,2,0.0004%
227066,1,0.0002%
227076,1,0.0002%
227128,2,0.0004%
227157,1,0.0002%
227194,1,0.0002%
227204,1,0.0002%
227238,2,0.0004%
227250,2,0.0004%
227289,6,0.0011%
227292,1,0.0002%
227332,2,0.0004%
227360,1,0.0002%
227370,2,0.0004%
227392,3,0.0005%
227397,1,0.0002%
227408,1,0.0002%
227423,2,0.0004%
227424,1,0.0002%
227429,1,0.0002%
227439,1,0.0002%
227448,1,0.0002%
227465,1,0.0002%
227500,1,0.0002%
227513,1,0.0002%
227520,6,0.0011%
227523,1,0.0002%
227525,2,0.0004%
227528,1,0.0002%
227529,1,0.0002%
227530,1,0.0002%
227550,2,0.0004%
227584,1,0.0002%
227589,1,0.0002%
227600,1,0.0002%
227606,2,0.0004%
227625,1,0.0002%
227672,1,0.0002%
227688,4,0.0007%
227700,1,0.0002%
227715,3,0.0005%
227728,1,0.0002%
227766,2,0.0004%
227772,2,0.0004%
227792,1,0.0002%
227794,1,0.0002%
227808,1,0.0002%
227856,3,0.0005%
227923,2,0.0004%
227963,1,0.0002%
228006,17,0.0031%
228018,1,0.0002%
228030,1,0.0002%
228032,1,0.0002%
228038,2,0.0004%
228042,1,0.0002%
228059,1,0.0002%
228085,1,0.0002%
228092,1,0.0002%
228096,2,0.0004%
228105,1,0.0002%
228140,2,0.0004%
228165,5,0.0009%
228196,1,0.0002%
228206,1,0.0002%
228231,3,0.0005%
228240,1,0.0002%
228298,1,0.0002%
228312,1,0.0002%
228324,2,0.0004%
228363,1,0.0002%
228375,1,0.0002%
228390,1,0.0002%
228404,1,0.0002%
228420,3,0.0005%
228448,1,0.0002%
228462,2,0.0004%
228475,7,0.0013%
228480,1,0.0002%
228484,1,0.0002%
228514,3,0.0005%
228536,1,0.0002%
228585,2,0.0004%
228600,1,0.0002%
228631,1,0.0002%
228641,1,0.0002%
228642,1,0.0002%
228660,2,0.0004%
228690,4,0.0007%
228712,1,0.0002%
228721,1,0.0002%
228723,8,0.0015%
228734,1,0.0002%
228738,1,0.0002%
228744,2,0.0004%
228750,1,0.0002%
228762,1,0.0002%
228771,1,0.0002%
228780,2,0.0004%
228800,4,0.0007%
228803,1,0.0002%
228864,1,0.0002%
228896,1,0.0002%
228907,2,0.0004%
228942,5,0.0009%
