área bounding box,ocorrências,% do total,prop mín,prop max,prop média,,Total bounding boxes
545545,2,"0,0004%","1,0671328671","1,0671328671","1,0671328671",,
545592,1,"0,0002%","1,0642458101","1,0642458101","1,0642458101",,
545637,1,"0,0002%","1,0613668061","1,0613668061","1,0613668061",,
545680,1,"0,0002%","1,0584958217","1,0584958217","1,0584958217",,
545760,1,"0,0002%","1,0527777778","1,0527777778","1,0527777778",,
545832,1,"0,0002%","1,0470914127","1,0470914127","1,0470914127",,
546040,1,"0,0002%","1,0246575342","1,0246575342","1,0246575342",,
546260,2,"0,0004%","1,0685314685","1,0685314685","1,0685314685",,
546308,2,"0,0004%","1,0656424581","1,0656424581","1,0656424581",,
546398,1,"0,0002%","1,0598885794","1,0598885794","1,0598885794",,
546440,3,"0,0005%","1,0570236439","1,0570236439","1,0570236439",,
546480,2,"0,0004%","1,0541666667","1,0541666667","1,0541666667",,
546750,1,"0,0002%","1,0288065844","1,0288065844","1,0288065844",,
546871,1,"0,0002%","1,0757363254","1,0757363254","1,0757363254",,
546975,2,"0,0004%","1,0699300699","1,0699300699","1,0699300699",,
547024,1,"0,0002%","1,0670391061","1,0670391061","1,0670391061",,
547071,1,"0,0002%","1,0641562064","1,0641562064","1,0641562064",,
547116,3,"0,0005%","1,061281337","1,061281337","1,061281337",,
547159,1,"0,0002%","1,0584144645","1,0584144645","1,0584144645",,
547200,1,"0,0002%","1,0555555556","1,0555555556","1,0555555556",,
547276,1,"0,0002%","1,0498614958","1,0498614958","1,0498614958",,
547584,5,"0,0009%","1,0771388499","1,0771388499","1,0771388499",,
547690,2,"0,0004%","1,0713286713","1,0713286713","1,0713286713",,
547834,5,"0,0009%","1,0626740947","1,0626740947","1,0626740947",,
547878,2,"0,0004%","1,0598052851","1,0598052851","1,0598052851",,
547920,2,"0,0004%","1,0569444444","1,0569444444","1,0569444444",,
548208,1,"0,0002%","1,0315500686","1,0315500686","1,0315500686",,
548297,5,"0,0009%","1,0785413745","1,0785413745","1,0785413745",,
548405,1,"0,0002%","1,0727272727","1,0727272727","1,0727272727",,
548456,1,"0,0002%","1,0698324022","1,0698324022","1,0698324022",,
548505,6,"0,0011%","1,0669456067","1,0669456067","1,0669456067",,
548552,12,"0,0022%","1,0640668524","1,0640668524","1,0640668524",,
548597,1,"0,0002%","1,0611961057","1,0611961057","1,0611961057",,
548640,2,"0,0004%","1,0583333333","1,0583333333","1,0583333333",,
549010,3,"0,0005%","1,079943899","1,079943899","1,079943899",,
549120,1,"0,0002%","1,0741258741","1,0741258741","1,0741258741",,
549222,9,"0,0016%","1,0683403068","1,0683403068","1,0683403068",,
549270,6,"0,0011%","1,06545961","1,06545961","1,06545961",,
549316,1,"0,0002%","1,0625869263","1,0625869263","1,0625869263",,
549360,3,"0,0005%","1,0597222222","1,0597222222","1,0597222222",,
549475,4,"0,0007%","1,0930888575","1,0930888575","1,0930888575",,
549666,1,"0,0002%","1,0342935528","1,0342935528","1,0342935528",,
549780,2,"0,0004%","1,0784313725","1,0784313725","1,0784313725",,
549835,2,"0,0004%","1,0755244755","1,0755244755","1,0755244755",,
549939,7,"0,0013%","1,069735007","1,069735007","1,069735007",,
549988,2,"0,0004%","1,0668523677","1,0668523677","1,0668523677",,
550035,2,"0,0004%","1,0639777469","1,0639777469","1,0639777469",,
550080,5,"0,0009%","1,0611111111","1,0611111111","1,0611111111",,
550184,8,"0,0015%","1,0944992948","1,0944992948","1,0944992948",,
550395,1,"0,0002%","1,0356652949","1,0356652949","1,0356652949",,
550494,4,"0,0007%","1,0798319328","1,0798319328","1,0798319328",,
550550,1,"0,0002%","1,0769230769","1,0769230769","1,0769230769",,
550656,2,"0,0004%","1,0711297071","1,0711297071","1,0711297071",,
550706,2,"0,0004%","1,0682451253","1,0682451253","1,0682451253",,
550754,1,"0,0002%","1,0653685675","1,0653685675","1,0653685675",,
550800,3,"0,0005%","1,0625","1,0625","1,0625",,
551096,1,"0,0002%","1,0398351648","1,0398351648","1,0398351648",,
551208,1,"0,0002%","1,081232493","1,081232493","1,081232493",,
551265,1,"0,0002%","1,0783216783","1,0783216783","1,0783216783",,
551373,1,"0,0002%","1,0725244073","1,0725244073","1,0725244073",,
551424,1,"0,0002%","1,069637883","1,069637883","1,069637883",,
551473,3,"0,0005%","1,066759388","1,066759388","1,066759388",,
551520,4,"0,0007%","1,0638888889","1,0638888889","1,0638888889",,
551565,1,"0,0002%","1,0610263523","1,0610263523","1,0610263523",,
551602,2,"0,0004%","1,0973201693","1,0973201693","1,0973201693",,
551670,4,"0,0007%","1,0943661972","1,0943661972","1,0943661972",,
551862,1,"0,0002%","1,0855539972","1,0855539972","1,0855539972",,
551922,5,"0,0009%","1,0826330532","1,0826330532","1,0826330532",,
551980,2,"0,0004%","1,0797202797","1,0797202797","1,0797202797",,
552090,1,"0,0002%","1,0739191074","1,0739191074","1,0739191074",,
552142,2,"0,0004%","1,0710306407","1,0710306407","1,0710306407",,
552192,1,"0,0002%","1,0681502086","1,0681502086","1,0681502086",,
552240,3,"0,0005%","1,0652777778","1,0652777778","1,0652777778",,
552380,6,"0,0011%","1,0957746479","1,0957746479","1,0957746479",,
552512,11,"0,0020%","1,0898876404","1,0898876404","1,0898876404",,
552552,1,"0,0002%","1,0425824176","1,0425824176","1,0425824176",,
552575,13,"0,0024%","1,0869565217","1,0869565217","1,0869565217",,
552636,1,"0,0002%","1,0840336134","1,0840336134","1,0840336134",,
552695,1,"0,0002%","1,0811188811","1,0811188811","1,0811188811",,
552807,1,"0,0002%","1,0753138075","1,0753138075","1,0753138075",,
552911,3,"0,0005%","1,0695410292","1,0695410292","1,0695410292",,
552960,4,"0,0007%","1,0666666667","1,0666666667","1,0666666667",,
553007,1,"0,0002%","1,0638002774","1,0638002774","1,0638002774",,
553090,5,"0,0009%","1,0971830986","1,0971830986","1,0971830986",,
553224,18,"0,0033%","1,0912921348","1,0912921348","1,0912921348",,
553410,5,"0,0009%","1,0825174825","1,0825174825","1,0825174825",,
553524,1,"0,0002%","1,0767085077","1,0767085077","1,0767085077",,
553578,1,"0,0002%","1,073816156","1,073816156","1,073816156",,
553630,3,"0,0005%","1,0709318498","1,0709318498","1,0709318498",,
553680,3,"0,0005%","1,0680555556","1,0680555556","1,0680555556",,
553728,1,"0,0002%","1,0651872399","1,0651872399","1,0651872399",,
553800,7,"0,0013%","1,0985915493","1,0985915493","1,0985915493",,
553936,1,"0,0002%","1,0926966292","1,0926966292","1,0926966292",,
554001,10,"0,0018%","1,0897615708","1,0897615708","1,0897615708",,
554008,1,"0,0002%","1,0453296703","1,0453296703","1,0453296703",,
554064,6,"0,0011%","1,0868347339","1,0868347339","1,0868347339",,
554125,10,"0,0018%","1,0839160839","1,0839160839","1,0839160839",,
554241,1,"0,0002%","1,0781032078","1,0781032078","1,0781032078",,
554296,1,"0,0002%","1,0752089136","1,0752089136","1,0752089136",,
554349,2,"0,0004%","1,0723226704","1,0723226704","1,0723226704",,
554400,3,"0,0005%","1,0694444444","1,0694444444","1,0694444444",,
554449,1,"0,0002%","1,0665742025","1,0665742025","1,0665742025",,
554510,2,"0,0004%","1,1","1,1","1,1",,
554648,9,"0,0016%","1,0941011236","1,0941011236","1,0941011236",,
554714,10,"0,0018%","1,0911640954","1,0911640954","1,0911640954",,
554736,1,"0,0002%","1,0467032967","1,0467032967","1,0467032967",,
554778,8,"0,0015%","1,0882352941","1,0882352941","1,0882352941",,
554840,9,"0,0016%","1,0853146853","1,0853146853","1,0853146853",,
554958,1,"0,0002%","1,0794979079","1,0794979079","1,0794979079",,
555014,1,"0,0002%","1,0766016713","1,0766016713","1,0766016713",,
555068,2,"0,0004%","1,073713491","1,073713491","1,073713491",,
555120,3,"0,0005%","1,0708333333","1,0708333333","1,0708333333",,
555220,3,"0,0005%","1,1014084507","1,1014084507","1,1014084507",,
555291,3,"0,0005%","1,0984528833","1,0984528833","1,0984528833",,
555360,1,"0,0002%","1,095505618","1,095505618","1,095505618",,
555492,1,"0,0002%","1,0896358543","1,0896358543","1,0896358543",,
555555,3,"0,0005%","1,0867132867","1,0867132867","1,0867132867",,
555675,2,"0,0004%","1,0808926081","1,0808926081","1,0808926081",,
555732,2,"0,0004%","1,077994429","1,077994429","1,077994429",,
555787,4,"0,0007%","1,0751043115","1,0751043115","1,0751043115",,
555840,2,"0,0004%","1,0722222222","1,0722222222","1,0722222222",,
555891,1,"0,0002%","1,0693481276","1,0693481276","1,0693481276",,
556002,3,"0,0005%","1,099859353","1,099859353","1,099859353",,
556072,9,"0,0016%","1,0969101124","1,0969101124","1,0969101124",,
556260,1,"0,0002%","1,0438356164","1,0438356164","1,0438356164",,
556270,14,"0,0025%","1,0881118881","1,0881118881","1,0881118881",,
556332,5,"0,0009%","1,0851955307","1,0851955307","1,0851955307",,
556506,1,"0,0002%","1,0764951321","1,0764951321","1,0764951321",,
556560,3,"0,0005%","1,0736111111","1,0736111111","1,0736111111",,
556612,1,"0,0002%","1,0707350902","1,0707350902","1,0707350902",,
556713,7,"0,0013%","1,1012658228","1,1012658228","1,1012658228",,
556784,1,"0,0002%","1,0983146067","1,0983146067","1,0983146067",,
556920,1,"0,0002%","1,0924369748","1,0924369748","1,0924369748",,
556990,1,"0,0002%","1,0452054795","1,0452054795","1,0452054795",,
557048,10,"0,0018%","1,0865921788","1,0865921788","1,0865921788",,
557109,2,"0,0004%","1,0836820084","1,0836820084","1,0836820084",,
557168,1,"0,0002%","1,0807799443","1,0807799443","1,0807799443",,
557225,4,"0,0007%","1,0778859527","1,0778859527","1,0778859527",,
557280,3,"0,0005%","1,075","1,075","1,075",,
557333,1,"0,0002%","1,0721220527","1,0721220527","1,0721220527",,
557424,5,"0,0009%","1,1026722925","1,1026722925","1,1026722925",,
557496,9,"0,0016%","1,0997191011","1,0997191011","1,0997191011",,
557634,1,"0,0002%","1,093837535","1,093837535","1,093837535",,
557720,1,"0,0002%","1,0465753425","1,0465753425","1,0465753425",,
557764,9,"0,0016%","1,0879888268","1,0879888268","1,0879888268",,
557826,1,"0,0002%","1,0850767085","1,0850767085","1,0850767085",,
557886,1,"0,0002%","1,0821727019","1,0821727019","1,0821727019",,
557944,2,"0,0004%","1,0792767733","1,0792767733","1,0792767733",,
558000,4,"0,0007%","1,0763888889","1,0763888889","1,0763888889",,
558135,7,"0,0013%","1,1040787623","1,1040787623","1,1040787623",,
558208,1,"0,0002%","1,1011235955","1,1011235955","1,1011235955",,
558480,6,"0,0011%","1,0893854749","1,0893854749","1,0893854749",,
558484,1,"0,0002%","1,0451436389","1,0451436389","1,0451436389",,
558543,1,"0,0002%","1,0864714086","1,0864714086","1,0864714086",,
558604,1,"0,0002%","1,0835654596","1,0835654596","1,0835654596",,
558663,2,"0,0004%","1,0806675939","1,0806675939","1,0806675939",,
558720,3,"0,0005%","1,0777777778","1,0777777778","1,0777777778",,
558775,3,"0,0005%","1,0748959778","1,0748959778","1,0748959778",,
558846,1,"0,0002%","1,1054852321","1,1054852321","1,1054852321",,
558920,4,"0,0007%","1,1025280899","1,1025280899","1,1025280899",,
559062,19,"0,0034%","1,0966386555","1,0966386555","1,0966386555",,
559196,6,"0,0011%","1,0907821229","1,0907821229","1,0907821229",,
559215,1,"0,0002%","1,0465116279","1,0465116279","1,0465116279",,
559260,1,"0,0002%","1,0878661088","1,0878661088","1,0878661088",,
559322,1,"0,0002%","1,0849582173","1,0849582173","1,0849582173",,
559382,5,"0,0009%","1,0820584145","1,0820584145","1,0820584145",,
559440,3,"0,0005%","1,0791666667","1,0791666667","1,0791666667",,
559496,2,"0,0004%","1,0762829404","1,0762829404","1,0762829404",,
559632,11,"0,0020%","1,1039325843","1,1039325843","1,1039325843",,
559776,28,"0,0051%","1,0980392157","1,0980392157","1,0980392157",,
559845,1,"0,0002%","1,0951048951","1,0951048951","1,0951048951",,
559912,5,"0,0009%","1,0921787709","1,0921787709","1,0921787709",,
559946,1,"0,0002%","1,047879617","1,047879617","1,047879617",,
559977,3,"0,0005%","1,0892608089","1,0892608089","1,0892608089",,
559980,1,"0,0002%","1,0450819672","1,0450819672","1,0450819672",,
560040,3,"0,0005%","1,0863509749","1,0863509749","1,0863509749",,
560160,4,"0,0007%","1,0805555556","1,0805555556","1,0805555556",,
560217,2,"0,0004%","1,0776699029","1,0776699029","1,0776699029",,
560344,16,"0,0029%","1,1053370787","1,1053370787","1,1053370787",,
560490,5,"0,0009%","1,0994397759","1,0994397759","1,0994397759",,
560560,8,"0,0015%","1,0965034965","1,0965034965","1,0965034965",,
560628,39,"0,0071%","1,093575419","1,093575419","1,093575419",,
560694,5,"0,0009%","1,0906555091","1,0906555091","1,0906555091",,
560712,1,"0,0002%","1,0464480874","1,0464480874","1,0464480874",,
560758,2,"0,0004%","1,0877437326","1,0877437326","1,0877437326",,
560820,3,"0,0005%","1,0848400556","1,0848400556","1,0848400556",,
560880,2,"0,0004%","1,0819444444","1,0819444444","1,0819444444",,
560938,2,"0,0004%","1,0790568655","1,0790568655","1,0790568655",,
561056,2,"0,0004%","1,106741573","1,106741573","1,106741573",,
561204,1,"0,0002%","1,1008403361","1,1008403361","1,1008403361",,
561275,1,"0,0002%","1,0979020979","1,0979020979","1,0979020979",,
561344,12,"0,0022%","1,094972067","1,094972067","1,094972067",,
561411,3,"0,0005%","1,0920502092","1,0920502092","1,0920502092",,
561444,2,"0,0004%","1,0478142077","1,0478142077","1,0478142077",,
561476,2,"0,0004%","1,0891364903","1,0891364903","1,0891364903",,
561539,2,"0,0004%","1,0862308762","1,0862308762","1,0862308762",,
561600,1,"0,0002%","1,0833333333","1,0833333333","1,0833333333",,
561659,2,"0,0004%","1,080443828","1,080443828","1,080443828",,
561918,1,"0,0002%","1,1022408964","1,1022408964","1,1022408964",,
562060,8,"0,0015%","1,0963687151","1,0963687151","1,0963687151",,
562128,20,"0,0036%","1,0934449093","1,0934449093","1,0934449093",,
562194,1,"0,0002%","1,0905292479","1,0905292479","1,0905292479",,
562258,3,"0,0005%","1,0876216968","1,0876216968","1,0876216968",,
562320,2,"0,0004%","1,0847222222","1,0847222222","1,0847222222",,
562380,2,"0,0004%","1,0818307906","1,0818307906","1,0818307906",,
562845,5,"0,0009%","1,0948396095","1,0948396095","1,0948396095",,
562912,10,"0,0018%","1,0919220056","1,0919220056","1,0919220056",,
562977,3,"0,0005%","1,0890125174","1,0890125174","1,0890125174",,
563040,1,"0,0002%","1,0861111111","1,0861111111","1,0861111111",,
563101,3,"0,0005%","1,0832177531","1,0832177531","1,0832177531",,
563562,6,"0,0011%","1,0962343096","1,0962343096","1,0962343096",,
563630,10,"0,0018%","1,0933147632","1,0933147632","1,0933147632",,
563696,48,"0,0087%","1,090403338","1,090403338","1,090403338",,
563712,1,"0,0002%","1,0463215259","1,0463215259","1,0463215259",,
563822,3,"0,0005%","1,0846047157","1,0846047157","1,0846047157",,
564279,1,"0,0002%","1,0976290098","1,0976290098","1,0976290098",,
564348,4,"0,0007%","1,0947075209","1,0947075209","1,0947075209",,
564415,4,"0,0007%","1,0917941586","1,0917941586","1,0917941586",,
564446,2,"0,0004%","1,0476839237","1,0476839237","1,0476839237",,
564480,4,"0,0007%","1,0888888889","1,0888888889","1,0888888889",,
564543,2,"0,0004%","1,0859916782","1,0859916782","1,0859916782",,
564604,2,"0,0004%","1,0831024931","1,0831024931","1,0831024931",,
565066,10,"0,0018%","1,0961002786","1,0961002786","1,0961002786",,
565134,15,"0,0027%","1,0931849791","1,0931849791","1,0931849791",,
565200,5,"0,0009%","1,0902777778","1,0902777778","1,0902777778",,
565215,1,"0,0002%","1,0462585034","1,0462585034","1,0462585034",,
565264,3,"0,0005%","1,0873786408","1,0873786408","1,0873786408",,
565784,9,"0,0016%","1,0974930362","1,0974930362","1,0974930362",,
565853,10,"0,0018%","1,0945757997","1,0945757997","1,0945757997",,
565920,4,"0,0007%","1,0916666667","1,0916666667","1,0916666667",,
565950,2,"0,0004%","1,0476190476","1,0476190476","1,0476190476",,
565985,2,"0,0004%","1,0887656033","1,0887656033","1,0887656033",,
566109,1,"0,0002%","1,0829875519","1,0829875519","1,0829875519",,
566430,1,"0,0002%","1,1018131102","1,1018131102","1,1018131102",,
566502,8,"0,0015%","1,0988857939","1,0988857939","1,0988857939",,
566572,7,"0,0013%","1,0959666203","1,0959666203","1,0959666203",,
566640,5,"0,0009%","1,0930555556","1,0930555556","1,0930555556",,
566706,2,"0,0004%","1,0901525659","1,0901525659","1,0901525659",,
566832,1,"0,0002%","1,0843706777","1,0843706777","1,0843706777",,
567220,18,"0,0033%","1,1002785515","1,1002785515","1,1002785515",,
567291,10,"0,0018%","1,0973574409","1,0973574409","1,0973574409",,
567360,6,"0,0011%","1,0944444444","1,0944444444","1,0944444444",,
567427,2,"0,0004%","1,0915395284","1,0915395284","1,0915395284",,
567456,1,"0,0002%","1,0475543478","1,0475543478","1,0475543478",,
567616,2,"0,0004%","1,0828729282","1,0828729282","1,0828729282",,
567864,1,"0,0002%","1,1046025105","1,1046025105","1,1046025105",,
567938,6,"0,0011%","1,1016713092","1,1016713092","1,1016713092",,
568010,5,"0,0009%","1,0987482615","1,0987482615","1,0987482615",,
568080,4,"0,0007%","1,0958333333","1,0958333333","1,0958333333",,
568148,2,"0,0004%","1,092926491","1,092926491","1,092926491",,
568192,2,"0,0004%","1,0489130435","1,0489130435","1,0489130435",,
568400,2,"0,0004%","1,0813793103","1,0813793103","1,0813793103",,
568656,11,"0,0020%","1,1030640669","1,1030640669","1,1030640669",,
568729,2,"0,0004%","1,1001390821","1,1001390821","1,1001390821",,
568800,3,"0,0005%","1,0972222222","1,0972222222","1,0972222222",,
568869,2,"0,0004%","1,0943134535","1,0943134535","1,0943134535",,
568928,1,"0,0002%","1,0502717391","1,0502717391","1,0502717391",,
569298,1,"0,0002%","1,1073919107","1,1073919107","1,1073919107",,
569374,9,"0,0016%","1,1044568245","1,1044568245","1,1044568245",,
569448,2,"0,0004%","1,1015299026","1,1015299026","1,1015299026",,
569520,1,"0,0002%","1,0986111111","1,0986111111","1,0986111111",,
569590,2,"0,0004%","1,0957004161","1,0957004161","1,0957004161",,
569910,2,"0,0004%","1,0812672176","1,0812672176","1,0812672176",,
570092,4,"0,0007%","1,1058495822","1,1058495822","1,1058495822",,
570167,1,"0,0002%","1,1029207232","1,1029207232","1,1029207232",,
570240,1,"0,0002%","1,1","1,1","1,1",,
570311,7,"0,0013%","1,0970873786","1,0970873786","1,0970873786",,
570474,2,"0,0004%","1,0474254743","1,0474254743","1,0474254743",,
570810,2,"0,0004%","1,1072423398","1,1072423398","1,1072423398",,
570886,3,"0,0005%","1,1043115438","1,1043115438","1,1043115438",,
571032,4,"0,0007%","1,0984743412","1,0984743412","1,0984743412",,
571212,1,"0,0002%","1,0487804878","1,0487804878","1,0487804878",,
571422,2,"0,0004%","1,0811554333","1,0811554333","1,0811554333",,
571449,1,"0,0002%","1,1115760112","1,1115760112","1,1115760112",,
571528,1,"0,0002%","1,1086350975","1,1086350975","1,1086350975",,
571680,1,"0,0002%","1,1027777778","1,1027777778","1,1027777778",,
571753,8,"0,0015%","1,0998613037","1,0998613037","1,0998613037",,
572246,3,"0,0005%","1,1100278552","1,1100278552","1,1100278552",,
572324,2,"0,0004%","1,107093185","1,107093185","1,107093185",,
572474,1,"0,0002%","1,1012482663","1,1012482663","1,1012482663",,
572725,2,"0,0004%","1,048714479","1,048714479","1,048714479",,
572883,1,"0,0002%","1,1143654114","1,1143654114","1,1143654114",,
572936,2,"0,0004%","1,081043956","1,081043956","1,081043956",,
573043,1,"0,0002%","1,1084840056","1,1084840056","1,1084840056",,
573120,1,"0,0002%","1,1055555556","1,1055555556","1,1055555556",,
573464,1,"0,0002%","1,050067659","1,050067659","1,050067659",,
573682,2,"0,0004%","1,1128133705","1,1128133705","1,1128133705",,
573723,2,"0,0004%","1,0795610425","1,0795610425","1,0795610425",,
573762,2,"0,0004%","1,1098748261","1,1098748261","1,1098748261",,
574240,2,"0,0004%","1,0486486486","1,0486486486","1,0486486486",,
574400,1,"0,0002%","1,1142061281","1,1142061281","1,1142061281",,
574481,2,"0,0004%","1,1112656467","1,1112656467","1,1112656467",,
574510,1,"0,0002%","1,0780821918","1,0780821918","1,0780821918",,
574560,1,"0,0002%","1,1083333333","1,1083333333","1,1083333333",,
574856,1,"0,0002%","1,0966850829","1,0966850829","1,0966850829",,
574980,1,"0,0002%","1,05","1,05","1,05",,
575034,1,"0,0002%","1,1185495119","1,1185495119","1,1185495119",,
575118,1,"0,0002%","1,1155988858","1,1155988858","1,1155988858",,
575200,1,"0,0002%","1,1126564673","1,1126564673","1,1126564673",,
575240,1,"0,0002%","1,0794520548","1,0794520548","1,0794520548",,
575280,1,"0,0002%","1,1097222222","1,1097222222","1,1097222222",,
575580,1,"0,0002%","1,0980662983","1,0980662983","1,0980662983",,
575650,1,"0,0002%","1,0951724138","1,0951724138","1,0951724138",,
575720,1,"0,0002%","1,0513513514","1,0513513514","1,0513513514",,
575836,2,"0,0004%","1,1169916435","1,1169916435","1,1169916435",,
575919,2,"0,0004%","1,1140472879","1,1140472879","1,1140472879",,
576444,1,"0,0002%","1,0936639118","1,0936639118","1,0936639118",,
576468,1,"0,0002%","1,1213389121","1,1213389121","1,1213389121",,
576554,1,"0,0002%","1,1183844011","1,1183844011","1,1183844011",,
576638,1,"0,0002%","1,1154381085","1,1154381085","1,1154381085",,
576720,1,"0,0002%","1,1125","1,1125","1,1125",,
576759,2,"0,0004%","1,0793433653","1,0793433653","1,0793433653",,
577170,2,"0,0004%","1,0950413223","1,0950413223","1,0950413223",,
577238,2,"0,0004%","1,0921595598","1,0921595598","1,0921595598",,
577272,1,"0,0002%","1,1197771588","1,1197771588","1,1197771588",,
577276,1,"0,0002%","1,0485175202","1,0485175202","1,0485175202",,
577357,3,"0,0005%","1,1168289291","1,1168289291","1,1168289291",,
577548,1,"0,0002%","1,0778688525","1,0778688525","1,0778688525",,
577902,1,"0,0002%","1,1241283124","1,1241283124","1,1241283124",,
577965,3,"0,0005%","1,0935350757","1,0935350757","1,0935350757",,
577990,2,"0,0004%","1,1211699164","1,1211699164","1,1211699164",,
578018,1,"0,0002%","1,0498652291","1,0498652291","1,0498652291",,
578032,2,"0,0004%","1,0906593407","1,0906593407","1,0906593407",,
578160,1,"0,0002%","1,1152777778","1,1152777778","1,1152777778",,
578280,1,"0,0002%","1,0792349727","1,0792349727","1,0792349727",,
578708,2,"0,0004%","1,1225626741","1,1225626741","1,1225626741",,
578760,3,"0,0005%","1,051212938","1,092032967","1,0784262907",,
578795,2,"0,0004%","1,1196105702","1,1196105702","1,1196105702",,
578797,1,"0,0002%","1,0484522207","1,0484522207","1,0484522207",,
578826,1,"0,0002%","1,0891632373","1,0891632373","1,0891632373",,
578890,1,"0,0002%","1,0863013699","1,0863013699","1,0863013699",,
579070,2,"0,0004%","1,0777626194","1,0777626194","1,0777626194",,
579426,2,"0,0004%","1,1239554318","1,1239554318","1,1239554318",,
579514,1,"0,0002%","1,1210013908","1,1210013908","1,1210013908",,
579540,1,"0,0002%","1,0497981157","1,0497981157","1,0497981157",,
579555,3,"0,0005%","1,0905349794","1,0905349794","1,0905349794",,
579600,1,"0,0002%","1,1180555556","1,1180555556","1,1180555556",,
579620,3,"0,0005%","1,0876712329","1,0876712329","1,0876712329",,
579683,1,"0,0002%","1,0848153215","1,0848153215","1,0848153215",,
579860,2,"0,0004%","1,0762942779","1,0762942779","1,0762942779",,
580144,2,"0,0004%","1,1253481894","1,1253481894","1,1253481894",,
580233,1,"0,0002%","1,1223922114","1,1223922114","1,1223922114",,
580283,1,"0,0002%","1,0511440108","1,0511440108","1,0511440108",,
580320,1,"0,0002%","1,1194444444","1,1194444444","1,1194444444",,
580350,1,"0,0002%","1,0890410959","1,0890410959","1,0890410959",,
580476,1,"0,0002%","1,0833333333","1,0833333333","1,0833333333",,
580862,2,"0,0004%","1,1267409471","1,1267409471","1,1267409471",,
580952,1,"0,0002%","1,123783032","1,123783032","1,123783032",,
581064,1,"0,0002%","1,0497311828","1,0497311828","1,0497311828",,
581145,3,"0,0005%","1,0875512996","1,0875512996","1,0875512996",,
581208,2,"0,0004%","1,0846994536","1,0846994536","1,0846994536",,
581269,2,"0,0004%","1,0818553888","1,0818553888","1,0818553888",,
581580,2,"0,0004%","1,1281337047","1,1281337047","1,1281337047",,
581671,1,"0,0002%","1,1251738526","1,1251738526","1,1251738526",,
581760,1,"0,0002%","1,1222222222","1,1222222222","1,1222222222",,
581808,1,"0,0002%","1,0510752688","1,0510752688","1,0510752688",,
581940,1,"0,0002%","1,0860655738","1,0860655738","1,0860655738",,
582062,1,"0,0002%","1,0803814714","1,0803814714","1,0803814714",,
582120,2,"0,0004%","1,0775510204","1,0775510204","1,0775510204",,
582298,3,"0,0005%","1,1295264624","1,1295264624","1,1295264624",,
582390,2,"0,0004%","1,1265646732","1,1265646732","1,1265646732",,
582552,4,"0,0007%","1,0524193548","1,0524193548","1,0524193548",,
582855,1,"0,0002%","1,0789115646","1,0789115646","1,0789115646",,
582912,3,"0,0005%","1,0760869565","1,0760869565","1,0760869565",,
583016,2,"0,0004%","1,1309192201","1,1309192201","1,1309192201",,
583200,1,"0,0002%","1,125","1,125","1,125",,
583335,3,"0,0005%","1,0510067114","1,0510067114","1,0510067114",,
583530,2,"0,0004%","1,083106267","1,083106267","1,083106267",,
583590,3,"0,0005%","1,0802721088","1,0802721088","1,0802721088",,
583648,1,"0,0002%","1,0774456522","1,0774456522","1,0774456522",,
583704,1,"0,0002%","1,0746268657","1,0746268657","1,0746268657",,
583734,2,"0,0004%","1,1323119777","1,1323119777","1,1323119777",,
583828,2,"0,0004%","1,1293463143","1,1293463143","1,1293463143",,
584118,1,"0,0002%","1,0495978552","1,0495978552","1,0495978552",,
584384,1,"0,0002%","1,0788043478","1,0788043478","1,0788043478",,
584441,2,"0,0004%","1,0759837178","1,0759837178","1,0759837178",,
584452,1,"0,0002%","1,1337047354","1,1337047354","1,1337047354",,
584496,1,"0,0002%","1,0731707317","1,0731707317","1,0731707317",,
584549,2,"0,0004%","1,0703653586","1,0703653586","1,0703653586",,
584640,1,"0,0002%","1,1277777778","1,1277777778","1,1277777778",,
584864,2,"0,0004%","1,0509383378","1,0509383378","1,0509383378",,
585120,2,"0,0004%","1,0801630435","1,0801630435","1,0801630435",,
585170,4,"0,0007%","1,135097493","1,135097493","1,135097493",,
585178,3,"0,0005%","1,0773405699","1,0773405699","1,0773405699",,
585234,2,"0,0004%","1,0745257453","1,0745257453","1,0745257453",,
585266,2,"0,0004%","1,1321279555","1,1321279555","1,1321279555",,
585340,1,"0,0002%","1,0689189189","1,0689189189","1,0689189189",,
585360,1,"0,0002%","1,1291666667","1,1291666667","1,1291666667",,
585648,3,"0,0005%","1,0495314592","1,0495314592","1,0495314592",,
585888,2,"0,0004%","1,1364902507","1,1364902507","1,1364902507",,
585972,2,"0,0004%","1,0758807588","1,0758807588","1,0758807588",,
585985,1,"0,0002%","1,1335187761","1,1335187761","1,1335187761",,
586131,1,"0,0002%","1,0674763833","1,0674763833","1,0674763833",,
586180,1,"0,0002%","1,064690027","1,064690027","1,064690027",,
586395,1,"0,0002%","1,0508701473","1,0508701473","1,0508701473",,
586432,2,"0,0004%","1,0481283422","1,0481283422","1,0481283422",,
586606,2,"0,0004%","1,1378830084","1,1378830084","1,1378830084",,
586704,1,"0,0002%","1,1349095967","1,1349095967","1,1349095967",,
586710,1,"0,0002%","1,0772357724","1,0772357724","1,0772357724",,
586766,3,"0,0005%","1,0744248985","1,0744248985","1,0744248985",,
586800,1,"0,0002%","1,1319444444","1,1319444444","1,1319444444",,
586922,1,"0,0002%","1,0660377358","1,0660377358","1,0660377358",,
